order_item_id,order_id,product_id,quantity,unit_price,discount_amount,gross_sales,net_sales,customer_id,order_status,order_timestamp,shipping_fee,product_name,category,subcategory,unit_cost,list_price,first_name,last_name,email,state,city,signup_date,order_date,profit
OI00000024,O0000012,P00042,2,71.26,7.13,142.52,135.39000000000001,C003363,completed,2025-06-05 17:20:00,4.73,Fragrance 42,Beauty,Fragrance,37.29,71.26,Mia,Taylor,mia.taylor3363@example.com,IL,Springfield,2026-02-17,2025-06-05,60.81000000000002
OI00000025,O0000012,P00093,2,216.59,64.98,433.18,368.2,C003363,completed,2025-06-05 17:20:00,4.73,Coffee 93,Grocery,Coffee,166.92,216.59,Mia,Taylor,mia.taylor3363@example.com,IL,Springfield,2026-02-17,2025-06-05,34.360000000000014
OI00000026,O0000012,P00015,4,88.23,0.0,352.92,352.92,C003363,completed,2025-06-05 17:20:00,4.73,Smart Watch 15,Electronics,Smart Watch,50.43,88.23,Mia,Taylor,mia.taylor3363@example.com,IL,Springfield,2026-02-17,2025-06-05,151.20000000000002
OI00000027,O0000013,P00038,3,234.51,70.35,703.53,633.18,C002431,shipped,2025-07-04 08:27:00,5.65,Cookware 38,Home,Cookware,114.53,234.51,Isabella,Brown,isabella.brown2431@example.com,NY,New York,2025-12-22,2025-07-04,289.5899999999999
OI00000028,O0000013,P00063,1,168.72,25.31,168.72,143.41,C002431,shipped,2025-07-04 08:27:00,5.65,Tracker 63,Fitness,Tracker,111.27,168.72,Isabella,Brown,isabella.brown2431@example.com,NY,New York,2025-12-22,2025-07-04,32.14
OI00000029,O0000013,P00084,3,294.01,0.0,882.03,882.03,C002431,shipped,2025-07-04 08:27:00,5.65,Cereal 84,Grocery,Cereal,146.47,294.01,Isabella,Brown,isabella.brown2431@example.com,NY,New York,2025-12-22,2025-07-04,442.62
OI00000030,O0000014,P00025,2,135.64,40.69,271.28,230.58999999999997,C000877,completed,2026-07-06 20:54:00,0.61,Lamp 25,Home,Lamp,88.29,135.64,Emma,Miller,emma.miller877@example.com,FL,Orlando,2025-08-08,2026-07-06,54.00999999999996
OI00000031,O0000014,P00040,2,304.33,0.0,608.66,608.66,C000877,completed,2026-07-06 20:54:00,0.61,Lamp 40,Home,Lamp,166.39,304.33,Emma,Miller,emma.miller877@example.com,FL,Orlando,2025-08-08,2026-07-06,275.88
OI00000032,O0000014,P00036,1,273.57,0.0,273.57,273.57,C000877,completed,2026-07-06 20:54:00,0.61,Pillow 36,Home,Pillow,156.12,273.57,Emma,Miller,emma.miller877@example.com,FL,Orlando,2025-08-08,2026-07-06,117.44999999999999
OI00000033,O0000015,P00085,3,38.62,11.59,115.85999999999999,104.26999999999998,C001417,shipped,2026-01-17 19:18:00,7.67,Snacks 85,Grocery,Snacks,19.99,38.62,Liam,Lee,liam.lee1417@example.com,TX,Austin,2025-11-19,2026-01-17,44.29999999999998
OI00000034,O0000016,P00008,1,208.45,20.84,208.45,187.60999999999999,C003568,completed,2026-07-03 15:25:00,4.47,Mouse 8,Electronics,Mouse,135.18,208.45,Mia,Lee,mia.lee3568@example.com,NC,Raleigh,2025-07-19,2026-07-03,52.42999999999998
OI00000035,O0000017,P00072,2,202.05,60.62,404.1,343.48,C002677,completed,2026-07-05 08:24:00,4.64,Yoga Mat 72,Fitness,Yoga Mat,121.98,202.05,Noah,Davis,noah.davis2677@example.com,VA,Norfolk,2024-08-05,2026-07-05,99.52000000000001
OI00000036,O0000017,P00029,1,60.69,0.0,60.69,60.69,C002677,completed,2026-07-05 08:24:00,4.64,Lamp 29,Home,Lamp,47.02,60.69,Noah,Davis,noah.davis2677@example.com,VA,Norfolk,2024-08-05,2026-07-05,13.669999999999995
OI00000037,O0000017,P00010,4,181.61,0.0,726.44,726.44,C002677,completed,2026-07-05 08:24:00,4.64,Mouse 10,Electronics,Mouse,111.71,181.61,Noah,Davis,noah.davis2677@example.com,VA,Norfolk,2024-08-05,2026-07-05,279.6000000000001
OI00000038,O0000018,P00054,3,271.39,81.42,814.17,732.75,C004117,cancelled,2026-05-25 15:40:00,7.86,Fragrance 54,Beauty,Fragrance,129.09,271.39,Lucas,Patel,lucas.patel4117@example.com,FL,Orlando,2025-04-23,2026-05-25,345.48
OI00000039,O0000018,P00048,3,120.35,54.16,361.04999999999995,306.89,C004117,cancelled,2026-05-25 15:40:00,7.86,Fragrance 48,Beauty,Fragrance,84.52,120.35,Lucas,Patel,lucas.patel4117@example.com,FL,Orlando,2025-04-23,2026-05-25,53.329999999999984
OI00000040,O0000019,P00086,4,165.78,99.47,663.12,563.65,C003291,completed,2026-02-13 19:19:00,11.62,Coffee 86,Grocery,Coffee,120.5,165.78,Ethan,Patel,ethan.patel3291@example.com,MO,St. Louis,2026-06-17,2026-02-13,81.64999999999998
OI00000041,O0000020,P00071,2,126.6,0.0,253.2,253.2,C002427,shipped,2025-04-25 17:09:00,10.72,Resistance Band 71,Fitness,Resistance Band,75.86,126.6,Mia,Lee,mia.lee2427@example.com,CA,San Diego,2026-01-29,2025-04-25,101.47999999999999
OI00000042,O0000020,P00075,1,175.85,0.0,175.85,175.85,C002427,shipped,2025-04-25 17:09:00,10.72,Bottle 75,Fitness,Bottle,111.3,175.85,Mia,Lee,mia.lee2427@example.com,CA,San Diego,2026-01-29,2025-04-25,64.55
OI00000043,O0000020,P00003,2,96.23,0.0,192.46,192.46,C002427,shipped,2025-04-25 17:09:00,10.72,Speaker 3,Electronics,Speaker,55.04,96.23,Mia,Lee,mia.lee2427@example.com,CA,San Diego,2026-01-29,2025-04-25,82.38000000000001
OI00000044,O0000020,P00045,3,244.72,110.12,734.16,624.04,C002427,shipped,2025-04-25 17:09:00,10.72,Skin Care 45,Beauty,Skin Care,159.76,244.72,Mia,Lee,mia.lee2427@example.com,CA,San Diego,2026-01-29,2025-04-25,144.76
OI00000045,O0000021,P00024,3,41.38,18.62,124.14000000000001,105.52000000000001,C002330,completed,2025-09-17 16:13:00,11.93,Storage Box 24,Home,Storage Box,24.27,41.38,Olivia,Johnson,olivia.johnson2330@example.com,PA,Pittsburgh,2026-04-12,2025-09-17,32.71000000000001
OI00000046,O0000022,P00003,2,96.23,9.62,192.46,182.84,C004656,shipped,2025-04-25 09:30:00,12.93,Speaker 3,Electronics,Speaker,55.04,96.23,Liam,Brown,liam.brown4656@example.com,CA,Los Angeles,2024-06-03,2025-04-25,72.76
OI00000047,O0000022,P00050,3,75.23,22.57,225.69,203.12,C004656,shipped,2025-04-25 09:30:00,12.93,Fragrance 50,Beauty,Fragrance,44.83,75.23,Liam,Brown,liam.brown4656@example.com,CA,Los Angeles,2024-06-03,2025-04-25,68.63
OI00000048,O0000022,P00083,1,34.76,5.21,34.76,29.549999999999997,C004656,shipped,2025-04-25 09:30:00,12.93,Protein Bar 83,Grocery,Protein Bar,15.99,34.76,Liam,Brown,liam.brown4656@example.com,CA,Los Angeles,2024-06-03,2025-04-25,13.559999999999997
OI00000049,O0000022,P00032,2,56.41,11.28,112.82,101.53999999999999,C004656,shipped,2025-04-25 09:30:00,12.93,Desk 32,Home,Desk,43.33,56.41,Liam,Brown,liam.brown4656@example.com,CA,Los Angeles,2024-06-03,2025-04-25,14.879999999999995
OI00000050,O0000023,P00027,2,117.6,35.28,235.2,199.92,C004502,completed,2025-08-13 22:27:00,6.33,Pillow 27,Home,Pillow,69.22,117.6,Emma,Patel,emma.patel4502@example.com,IL,Springfield,2025-05-06,2025-08-13,61.47999999999999
OI00000051,O0000024,P00027,4,117.6,0.0,470.4,470.4,C000045,completed,2025-07-21 19:10:00,8.08,Pillow 27,Home,Pillow,69.22,117.6,Ethan,Patel,ethan.patel45@example.com,VA,Norfolk,2025-08-25,2025-07-21,193.51999999999998
OI00000052,O0000024,P00032,1,56.41,0.0,56.41,56.41,C000045,completed,2025-07-21 19:10:00,8.08,Desk 32,Home,Desk,43.33,56.41,Ethan,Patel,ethan.patel45@example.com,VA,Norfolk,2025-08-25,2025-07-21,13.079999999999998
OI00000053,O0000025,P00042,1,71.26,0.0,71.26,71.26,C000381,completed,2025-07-03 12:15:00,13.29,Fragrance 42,Beauty,Fragrance,37.29,71.26,Mason,Johnson,mason.johnson381@example.com,MO,Kansas City,2024-02-23,2025-07-03,33.970000000000006
OI00000054,O0000025,P00030,2,213.27,21.33,426.54,405.21000000000004,C000381,completed,2025-07-03 12:15:00,13.29,Cookware 30,Home,Cookware,103.74,213.27,Mason,Johnson,mason.johnson381@example.com,MO,Kansas City,2024-02-23,2025-07-03,197.73000000000005
OI00000055,O0000026,P00009,2,284.82,28.48,569.64,541.16,C004625,shipped,2025-03-05 08:28:00,5.97,Mouse 9,Electronics,Mouse,142.26,284.82,Mason,Thomas,mason.thomas4625@example.com,CA,San Diego,2025-11-29,2025-03-05,256.64
OI00000056,O0000026,P00070,4,64.8,0.0,259.2,259.2,C004625,shipped,2025-03-05 08:28:00,5.97,Yoga Mat 70,Fitness,Yoga Mat,44.43,64.8,Mason,Thomas,mason.thomas4625@example.com,CA,San Diego,2025-11-29,2025-03-05,81.47999999999999
OI00000057,O0000026,P00085,2,38.62,0.0,77.24,77.24,C004625,shipped,2025-03-05 08:28:00,5.97,Snacks 85,Grocery,Snacks,19.99,38.62,Mason,Thomas,mason.thomas4625@example.com,CA,San Diego,2025-11-29,2025-03-05,37.26
OI00000058,O0000026,P00042,2,71.26,14.25,142.52,128.27,C004625,shipped,2025-03-05 08:28:00,5.97,Fragrance 42,Beauty,Fragrance,37.29,71.26,Mason,Thomas,mason.thomas4625@example.com,CA,San Diego,2025-11-29,2025-03-05,53.69000000000001
OI00000059,O0000027,P00090,3,256.02,115.21,768.06,652.8499999999999,C003157,shipped,2025-07-28 11:52:00,7.25,Snacks 90,Grocery,Snacks,150.38,256.02,Mason,Garcia,mason.garcia3157@example.com,VA,Norfolk,2026-06-04,2025-07-28,201.70999999999992
OI00000060,O0000028,P00068,4,10.73,4.29,42.92,38.63,C004443,cancelled,2026-02-17 10:25:00,6.82,Dumbbells 68,Fitness,Dumbbells,6.86,10.73,Mason,Brown,mason.brown4443@example.com,GA,Savannah,2024-12-24,2026-02-17,11.190000000000001
OI00000061,O0000028,P00015,3,88.23,0.0,264.69,264.69,C004443,cancelled,2026-02-17 10:25:00,6.82,Smart Watch 15,Electronics,Smart Watch,50.43,88.23,Mason,Brown,mason.brown4443@example.com,GA,Savannah,2024-12-24,2026-02-17,113.4
OI00000062,O0000029,P00074,2,214.16,0.0,428.32,428.32,C001556,completed,2026-06-02 20:10:00,3.01,Bottle 74,Fitness,Bottle,154.64,214.16,Sophia,Taylor,sophia.taylor1556@example.com,GA,Atlanta,2024-11-02,2026-06-02,119.04000000000002
OI00000063,O0000029,P00009,2,284.82,0.0,569.64,569.64,C001556,completed,2026-06-02 20:10:00,3.01,Mouse 9,Electronics,Mouse,142.26,284.82,Sophia,Taylor,sophia.taylor1556@example.com,GA,Atlanta,2024-11-02,2026-06-02,285.12
OI00000064,O0000030,P00021,4,233.5,46.7,934.0,887.3,C004916,shipped,2025-03-06 16:30:00,4.88,Desk 21,Home,Desk,155.03,233.5,Mason,Garcia,mason.garcia4916@example.com,GA,Atlanta,2025-08-10,2025-03-06,267.17999999999995
OI00000065,O0000031,P00018,1,254.26,38.14,254.26,216.12,C000779,shipped,2026-03-09 20:40:00,10.84,Speaker 18,Electronics,Speaker,131.24,254.26,Liam,Wilson,liam.wilson779@example.com,GA,Savannah,2025-12-18,2026-03-09,84.88
OI00000066,O0000031,P00034,1,45.31,6.8,45.31,38.510000000000005,C000779,shipped,2026-03-09 20:40:00,10.84,Cookware 34,Home,Cookware,22.77,45.31,Liam,Wilson,liam.wilson779@example.com,GA,Savannah,2025-12-18,2026-03-09,15.740000000000006
OI00000067,O0000032,P00023,4,107.82,43.13,431.28,388.15,C000615,shipped,2026-04-24 17:28:00,14.34,Desk 23,Home,Desk,82.42,107.82,Ethan,Miller,ethan.miller615@example.com,CA,Los Angeles,2026-03-20,2026-04-24,58.46999999999997
OI00000068,O0000033,P00057,3,256.08,115.24,768.24,653.0,C004862,completed,2026-07-01 18:15:00,8.11,Skin Care 57,Beauty,Skin Care,117.81,256.08,Liam,Johnson,liam.johnson4862@example.com,IL,Chicago,2025-01-29,2026-07-01,299.57
OI00000069,O0000033,P00091,4,90.62,0.0,362.48,362.48,C004862,completed,2026-07-01 18:15:00,8.11,Protein Bar 91,Grocery,Protein Bar,60.52,90.62,Liam,Johnson,liam.johnson4862@example.com,IL,Chicago,2025-01-29,2026-07-01,120.4
OI00000070,O0000033,P00096,1,132.51,19.88,132.51,112.63,C004862,completed,2026-07-01 18:15:00,8.11,Coffee 96,Grocery,Coffee,63.75,132.51,Liam,Johnson,liam.johnson4862@example.com,IL,Chicago,2025-01-29,2026-07-01,48.879999999999995
OI00000071,O0000034,P00015,1,88.23,0.0,88.23,88.23,C003202,completed,2026-02-13 16:24:00,11.45,Smart Watch 15,Electronics,Smart Watch,50.43,88.23,James,Wilson,james.wilson3202@example.com,CA,San Diego,2025-05-03,2026-02-13,37.800000000000004
OI00000072,O0000034,P00075,3,175.85,26.38,527.55,501.16999999999996,C003202,completed,2026-02-13 16:24:00,11.45,Bottle 75,Fitness,Bottle,111.3,175.85,James,Wilson,james.wilson3202@example.com,CA,San Diego,2025-05-03,2026-02-13,167.26999999999998
OI00000073,O0000034,P00016,2,49.99,0.0,99.98,99.98,C003202,completed,2026-02-13 16:24:00,11.45,Speaker 16,Electronics,Speaker,34.16,49.99,James,Wilson,james.wilson3202@example.com,CA,San Diego,2025-05-03,2026-02-13,31.66000000000001
OI00000074,O0000035,P00041,4,79.54,47.72,318.16,270.44000000000005,C004860,completed,2025-06-16 13:20:00,3.35,Skin Care 41,Beauty,Skin Care,49.95,79.54,Mason,Miller,mason.miller4860@example.com,MO,Kansas City,2024-01-09,2025-06-16,70.64000000000004
OI00000075,O0000035,P00072,1,202.05,10.1,202.05,191.95000000000002,C004860,completed,2025-06-16 13:20:00,3.35,Yoga Mat 72,Fitness,Yoga Mat,121.98,202.05,Mason,Miller,mason.miller4860@example.com,MO,Kansas City,2024-01-09,2025-06-16,69.97000000000001
OI00000076,O0000035,P00099,3,141.49,0.0,424.47,424.47,C004860,completed,2025-06-16 13:20:00,3.35,Tea 99,Grocery,Tea,71.81,141.49,Mason,Miller,mason.miller4860@example.com,MO,Kansas City,2024-01-09,2025-06-16,209.04000000000002
OI00000077,O0000036,P00060,4,198.57,79.43,794.28,714.8499999999999,C004980,completed,2025-10-02 18:30:00,2.14,Hair Care 60,Beauty,Hair Care,152.1,198.57,Liam,Patel,liam.patel4980@example.com,IA,Cedar Rapids,2024-07-05,2025-10-02,106.44999999999993
OI00000078,O0000036,P00043,3,96.15,0.0,288.45000000000005,288.45000000000005,C004980,completed,2025-10-02 18:30:00,2.14,Makeup 43,Beauty,Makeup,72.27,96.15,Liam,Patel,liam.patel4980@example.com,IA,Cedar Rapids,2024-07-05,2025-10-02,71.64000000000004
OI00000079,O0000036,P00003,4,96.23,38.49,384.92,346.43,C004980,completed,2025-10-02 18:30:00,2.14,Speaker 3,Electronics,Speaker,55.04,96.23,Liam,Patel,liam.patel4980@example.com,IA,Cedar Rapids,2024-07-05,2025-10-02,126.27000000000001
OI00000080,O0000036,P00028,4,54.14,10.83,216.56,205.73,C004980,completed,2025-10-02 18:30:00,2.14,Desk 28,Home,Desk,27.22,54.14,Liam,Patel,liam.patel4980@example.com,IA,Cedar Rapids,2024-07-05,2025-10-02,96.85
OI00000081,O0000037,P00062,3,239.9,71.97,719.7,647.73,C000032,completed,2026-09-02 15:19:00,10.28,Resistance Band 62,Fitness,Resistance Band,170.72,239.9,Emma,Taylor,emma.taylor32@example.com,CA,San Diego,2024-04-24,2026-09-02,135.57000000000005
OI00000082,O0000037,P00050,3,75.23,33.85,225.69,191.84,C000032,completed,2026-09-02 15:19:00,10.28,Fragrance 50,Beauty,Fragrance,44.83,75.23,Emma,Taylor,emma.taylor32@example.com,CA,San Diego,2024-04-24,2026-09-02,57.349999999999994
OI00000083,O0000037,P00087,3,207.68,31.15,623.04,591.89,C000032,completed,2026-09-02 15:19:00,10.28,Snacks 87,Grocery,Snacks,159.07,207.68,Emma,Taylor,emma.taylor32@example.com,CA,San Diego,2024-04-24,2026-09-02,114.68
OI00000084,O0000037,P00079,3,237.07,0.0,711.21,711.21,C000032,completed,2026-09-02 15:19:00,10.28,Dumbbells 79,Fitness,Dumbbells,133.31,237.07,Emma,Taylor,emma.taylor32@example.com,CA,San Diego,2024-04-24,2026-09-02,311.28000000000003
OI00000085,O0000038,P00041,4,79.54,31.82,318.16,286.34000000000003,C004983,processing,2025-11-06 09:26:00,6.93,Skin Care 41,Beauty,Skin Care,49.95,79.54,Ethan,Davis,ethan.davis4983@example.com,GA,Savannah,2024-10-05,2025-11-06,86.54000000000002
OI00000086,O0000038,P00074,3,214.16,0.0,642.48,642.48,C004983,processing,2025-11-06 09:26:00,6.93,Bottle 74,Fitness,Bottle,154.64,214.16,Ethan,Davis,ethan.davis4983@example.com,GA,Savannah,2024-10-05,2025-11-06,178.56000000000006
OI00000087,O0000038,P00050,4,75.23,45.14,300.92,255.78000000000003,C004983,processing,2025-11-06 09:26:00,6.93,Fragrance 50,Beauty,Fragrance,44.83,75.23,Ethan,Davis,ethan.davis4983@example.com,GA,Savannah,2024-10-05,2025-11-06,76.46000000000004
OI00000088,O0000039,P00023,3,107.82,0.0,323.46,323.46,C004369,completed,2026-01-25 12:49:00,8.76,Desk 23,Home,Desk,82.42,107.82,Olivia,Thomas,olivia.thomas4369@example.com,NC,Charlotte,2025-01-12,2026-01-25,76.19999999999999
OI00000089,O0000040,P00080,2,208.47,0.0,416.94,416.94,C004956,completed,2026-06-12 20:25:00,13.13,Resistance Band 80,Fitness,Resistance Band,147.63,208.47,Lucas,Taylor,lucas.taylor4956@example.com,PA,Pittsburgh,2025-01-30,2026-06-12,121.68
OI00000090,O0000040,P00076,1,93.83,0.0,93.83,93.83,C004956,completed,2026-06-12 20:25:00,13.13,Resistance Band 76,Fitness,Resistance Band,47.85,93.83,Lucas,Taylor,lucas.taylor4956@example.com,PA,Pittsburgh,2025-01-30,2026-06-12,45.98
OI00000091,O0000040,P00064,4,106.51,0.0,426.04,426.04,C004956,completed,2026-06-12 20:25:00,13.13,Bottle 64,Fitness,Bottle,63.55,106.51,Lucas,Taylor,lucas.taylor4956@example.com,PA,Pittsburgh,2025-01-30,2026-06-12,171.84000000000003
OI00000092,O0000041,P00043,3,96.15,28.85,288.45000000000005,259.6,C003250,completed,2026-07-21 17:57:00,0.92,Makeup 43,Beauty,Makeup,72.27,96.15,James,Garcia,james.garcia3250@example.com,NJ,Jersey City,2026-05-02,2026-07-21,42.79000000000002
OI00000093,O0000041,P00095,3,58.93,0.0,176.79,176.79,C003250,completed,2026-07-21 17:57:00,0.92,Protein Bar 95,Grocery,Protein Bar,31.12,58.93,James,Garcia,james.garcia3250@example.com,NJ,Jersey City,2026-05-02,2026-07-21,83.42999999999999
OI00000094,O0000042,P00084,3,294.01,44.1,882.03,837.93,C001815,completed,2026-07-07 17:35:00,2.85,Cereal 84,Grocery,Cereal,146.47,294.01,James,Miller,james.miller1815@example.com,NC,Charlotte,2026-04-24,2026-07-07,398.52
OI00000095,O0000043,P00021,3,233.5,35.02,700.5,665.48,C004431,completed,2026-09-02 19:30:00,3.93,Desk 21,Home,Desk,155.03,233.5,Sophia,Miller,sophia.miller4431@example.com,VA,Norfolk,2024-05-12,2026-09-02,200.39
OI00000096,O0000044,P00043,1,96.15,0.0,96.15,96.15,C001224,cancelled,2026-04-03 20:23:00,13.72,Makeup 43,Beauty,Makeup,72.27,96.15,Ethan,Miller,ethan.miller1224@example.com,IA,Cedar Rapids,2024-06-08,2026-04-03,23.88000000000001
OI00000097,O0000045,P00001,2,203.1,0.0,406.2,406.2,C002826,shipped,2026-02-17 09:37:00,13.32,Smart Watch 1,Electronics,Smart Watch,122.7,203.1,James,Wilson,james.wilson2826@example.com,FL,Miami,2026-04-01,2026-02-17,160.79999999999998
OI00000098,O0000045,P00002,3,366.36,54.95,1099.08,1044.1299999999999,C002826,shipped,2026-02-17 09:37:00,13.32,Keyboard 2,Electronics,Keyboard,177.79,366.36,James,Wilson,james.wilson2826@example.com,FL,Miami,2026-04-01,2026-02-17,510.7599999999999
OI00000099,O0000045,P00063,3,168.72,0.0,506.15999999999997,506.15999999999997,C002826,shipped,2026-02-17 09:37:00,13.32,Tracker 63,Fitness,Tracker,111.27,168.72,James,Wilson,james.wilson2826@example.com,FL,Miami,2026-04-01,2026-02-17,172.34999999999997
OI00000100,O0000046,P00072,4,202.05,40.41,808.2,767.7900000000001,C004632,completed,2026-03-25 16:42:00,12.66,Yoga Mat 72,Fitness,Yoga Mat,121.98,202.05,Mason,Miller,mason.miller4632@example.com,VA,Norfolk,2026-04-26,2026-03-25,279.87000000000006
OI00000101,O0000046,P00034,1,45.31,4.53,45.31,40.78,C004632,completed,2026-03-25 16:42:00,12.66,Cookware 34,Home,Cookware,22.77,45.31,Mason,Miller,mason.miller4632@example.com,VA,Norfolk,2026-04-26,2026-03-25,18.01
OI00000102,O0000046,P00038,4,234.51,140.71,938.04,797.3299999999999,C004632,completed,2026-03-25 16:42:00,12.66,Cookware 38,Home,Cookware,114.53,234.51,Mason,Miller,mason.miller4632@example.com,VA,Norfolk,2026-04-26,2026-03-25,339.2099999999999
